Topic,Count,Name,Representation,Representative_Docs,source
355,14,355_fire_siren_capsule_explosive,"['fire', 'siren', 'capsule', 'explosive', 'forest', 'animal', 'nose', 'speculation', 'efdnose', 'extinguisher']","['design evaluation early fire detector human space capsule', 'automated fire sensing fire extinguisher module', 'real time smart forest fire detection monitoring system iot machine learning']",publication
356,14,356_plasmon_plasmonic_polarized_photon,"['plasmon', 'plasmonic', 'polarized', 'photon', 'modes', 'nanofiber', 'emission', 'midir', 'arrow', 'tamm']","['plasmon enhance polarized single photon emission optical fiber', 'bright polarized fiber line single photon source base plasmon enhance emission nanofiber guided modes', 'plasmon enhance polarized single photon emission fiber guided modes']",publication
357,14,357_madhukar_reynolds_ramamohan_tr,"['madhukar', 'reynolds', 'ramamohan', 'tr', 'force', 'periodically', 'suspension', 'newtonian', 'spherical', 'shivakumara']","['study dilute suspension periodically force spherical particles oscillating newtonian fluid low reynolds numbers krishnamurthy tr ramamohan indian journal science technology 10 27', 'effect constant bias force dynamic periodically force spherical particle newtonian fluid low reynolds number madhukar tr ramamohan shivakumara aip conference proceedings 1281 43 46', 'dynamic rheology dilute suspension periodically force neutrally buoyant spherical particle quiescent newtonian fluid low reynolds number tr ramamohan shivakumara madhukar fluid dynamics research 43 045502 author tr ramamohan shivakumara madhukar lin']",publication
358,14,358_underwater_autonomous_vehicles_safe,"['underwater', 'autonomous', 'vehicles', 'safe', 'navigation', 'boat', 'oa', 'rrtcbf', 'sailing', 'unreal']","['design adaptive depth control autonomous underwater vehicle type-2 fuzzy logic controller', 'safe navigation autonomous underwater vehicles physics informed neural networks', 'safe predictive path planning autonomous underwater vehicles dynamic cluttered environment']",publication
359,14,359_voting_blockchain_hyperledger_things,"['voting', 'blockchain', 'hyperledger', 'things', 'issue5s', 'winner', 'uidai', '3878volume8', 'sawtooth', 'aadhaar']","['private secure blockchain base mechanism online voting system', 'secure digital voting system base blockchain technology survey', 'voting application blockchain technology']",publication
360,14,360_crime_2395_means_crix,"['crime', '2395', 'means', 'crix', 'demographics', 'dominancy', 'ijgdc', '6379', '34march', 'vol14no']","['crime prediction forecasting voting classifier', 'crime inspection prediction', 'crime forecasting theoretical approach']",publication
361,14,361_grenze_solar_iet_lighting,"['grenze', 'solar', 'iet', 'lighting', 'installation', 'feasibility', 'renewable', 'venkatesh', 'boddapati', 'powered']","['modern tools design feasibility performance assessment hybrid renewable energy systems grenze international journal engineering technology june 2024 issue grenze id 01.gijet.10.2.54', 'design feasibility analysis solar pv array installation construction high rise residential building scopus indexed author venkatesh boddapati avinash sreeram nandikatti s.arul daniel', 'modern tools design feasibility performance assessment hybrid renewable energy systems grenze international journal engineering technology june issue authors venkatesh boddapati nethravathi nindra sekhar mamatha m.n']",publication
362,14,362_enclosure_trapezoidal_convection_sasi,"['enclosure', 'trapezoidal', 'convection', 'sasi', 'rekha', 'cavity', 'diffusive', 'rectangular', 'porous', 'incline']","['analytical study double diffusive convection rectangular enclosure bounded porous line thermal radiation', 'numerical studies natural convection trapezoidal enclosure discrete heating', 'natural convection porous trapezoidal enclosure non uniform heating']",publication
363,14,363_diffusion_memorization_debiasing_stochd,"['diffusion', 'memorization', 'debiasing', 'stochd', 'loss', 'validity', 'hyperdimensional', 'degeneracy', 'matter', 'multiagent']","['asynchronous stochastic approximations asymptotically biased errors deep multiagent learning', 'memorization deep neural networks loss function matter', 'memorization deep neural networks loss function matter']",publication
364,14,364_transformer_solid_modular_ac,"['transformer', 'solid', 'modular', 'ac', 'winding', 'transformers', 'architecture', 'modalities', '12kv', '5kw']","['design phase multi winding transformer high frequency ac power distribution architecture space application', 'layout design 1.2kv 5kw 50khz sic base neutral point clamp leg modular medium voltage ac lvdc solid state transformer', 'control architecture solid state transformer effective power sharing']",publication
365,14,365_neutrosophic_quadripartitioned_fuzzy_hesitant,"['neutrosophic', 'quadripartitioned', 'fuzzy', 'hesitant', '56569', 'ijns', 'multiobjective', 'membership', 'span', 'programming']","['clustering approach base quadripartitioned neutrosophic minimal span tree application probabilistic membership value', 'clustering approach base quadripartitioned neutrosophic minimal span tree application probabilistic membership value', 'multi criterion group decision make algorithm quadripartitioned neutrosophic weight aggregation operator quadripartitioned neutrosophic number ipqsvnss environment']",publication
366,14,366_nematic_disperse_crystal_liquid,"['nematic', 'disperse', 'crystal', 'liquid', 'cyano4pentylbiphenyl', 'cryst', 'mwcnts', 'dielectric', 'enamide', 'liq']","['dielectric optical absorption study mwcnts disperse nematic liquid crystal', 'improvement electro optical dielectric property silver nanoparticle disperse nematic liquid crystal', 'improvement electro optical dielectric property silver nanoparticle disperse nematic liquid crystal']",publication
367,14,367_spark_mapreduce_apache_hadoop,"['spark', 'mapreduce', 'apache', 'hadoop', 'hive', 'torquedb', 'misconfigurations', 'attestation', 'aadhaar', 'bare']","['memory aware optimize hadoop mapreduce model cloud computing environment', 'implementation performance analysis dynamic partitioning graph apache spark', 'implementation cascade learning apache spark']",publication
368,14,368_combustion_gdalo3_aluminate_solution,"['combustion', 'gdalo3', 'aluminate', 'solution', 'nanoparticle', 'zinc', 'sm3', 'magnesium', 'synthesis', '101246']","['pot solution combustion synthesis nano dicalcium magnesium aluminate effective utilization hazardous fluoride removal kinetic equilibrium reusability study', 'reformed solution combustion approach probe structural dielectric property sm3 dope gdalo3 nanoparticle', 'modified solution combustion approach probing structural dielectric properties sm3 dope gdalo3 nanoparticle']",publication
369,14,369_slice_slicing_queueing_scheduling,"['slice', 'slicing', 'queueing', 'scheduling', 'redistributions', 'testbeds', 'slicenet', 'pox', 'simpy', 'eeso']","['predictive dynamic scaling multi slice slice connected users system resource scheduling', 'optimization result slice slice scheduling', 'network slicing edge networks controlled slice redistributions']",publication
370,14,370_demultiplexer_dwdm_photonic_inverse,"['demultiplexer', 'dwdm', 'photonic', 'inverse', 'crystal', 'wavelength', 'linewidth', 'trapezium', 'itu', 'channel']","['12.5 ghz spectral linewidth optical dwdm photonic crystal demultiplexer band communication window', 'photonic crystal base 2d demultiplexer dwdm systems', 'channel dwdm demultiplexer band silicon photonic crystal slab design numerical analysis']",publication
371,14,371_hydrogel_gelation_cascades_quadruplex,"['hydrogel', 'gelation', 'cascades', 'quadruplex', 'biocatalytic', 'antimicrobial', 'responsive', 'emulsion', 'stimuli', 'therapeutic']","['oxidize dextran thiolate chitosan base hydrogel drive biomimetic triple negative breast cancer 3d vitro model cancer progression therapeutic study', 'quadruplex hydrogel based stimuli responsive high internal phase emulsion scaffold biocatalytic cascades synergistic antimicrobial activity', 'quadruplex hydrogel base stimuli responsive high internal phase emulsion scaffold biocatalytic cascades synergistic antimicrobial activity']",publication
372,13,372_transistor_thin_transistors_film,"['transistor', 'thin', 'transistors', 'film', 'electrolytegate', 'highpower', 'backplane', 'thinfilm', 'biasstress', 'selfheale']","['superior positive bias stress stability print electrolyte gate oxide thin film transistor additional ultra thin oxide insulator layer', 'adaptive dielectric thin film transistor device physics modeling', 'challenge type oxide base thin film transistor']",publication
373,13,373_nanowire_nanowires_misfit_tas,"['nanowire', 'nanowires', 'misfit', 'tas', 'te', 'radial', 'quaternary', 'hightemperature', 'vls', 'kohler']","['structure property tubular structure base quaternary misfit layered compound sm 1− tas', 'unravel decomposition pathways las tas misfit layered compound nanostructures extreme electrical currents situ tem', 'design complex radial heterostructure te bi te te bi 2- pb te nanowire fundamental mechanistic insight nanowire growth evolution']",publication
374,13,374_masonry_brick_shells_block,"['masonry', 'brick', 'shells', 'block', 'compressed', 'stress', 'cylindrical', 'strength', 'earth', 'slenderness']","['stabilise compressed earth block masonry', 'sustainable low rise confine masonry construction reinforce concrete fill masonry construction correlative review', 'shear bond strength brick masonry']",publication
375,13,375_retrieval_content_moments_image,"['retrieval', 'content', 'moments', 'image', 'inquisition', 'ihbm', 'hu', 'hilex', 'extraction', 'color']","['relevance aware content base image retrieval deep hybrid feature extraction', 'enhance content base image retrieval performance optimized feature selection', 'ai base feature extraction content based image retrieval']",publication
376,13,376_swarm_robots_exploration_planning,"['swarm', 'robots', 'exploration', 'planning', 'trochoidal', 'swarmesh', 'gengrid', 'forrobot', 'ducts', 'path']","['coordinated search mapping swarm robots', 'autonomous shape formation morphing dynamic environment swarm robots extend abstract', 'design development swarm robots collaborative planetary exploration']",publication
377,13,377_rayleigh_benard_magnetoconvection_sinusoidal,"['rayleigh', 'benard', 'magnetoconvection', 'sinusoidal', 'bnard', 'convection', 'liquids', 'viscoelastic', 'liquid', 'comput']","['onset stability heat transfer rayleigh benard magnetoconvection variable viscosity thermal gravity modulation', 'non linear rayleigh benard magnetoconvection temperature sensitive newtonian liquid heat source', 'non linear rayleigh benard magneto convection temperature sensitive newtonian liquids variable heat source']",publication
